,text,emotion,sentiment
1160,okayrisjenner happy syouandawhy everyone get reason dominiwhy foa new episode okayyouwtokay tonight red heart wait,empty,negative
1161,okayanwhyewest lot human good thinokay love answer wait,love,positive
1162,graswhyokayardash happy baby joke,empty,negative
1163,calvinokaylein family love tie okayoyourtnewhyokayardash get caandidentity family love motherhood newest calvinokayleinjeanswer calvinokayleinyouande joke,love,positive
1164,okayhloe stand videntityeos worry loser,worry,negative
1165,okayhloefaandotake career okayhlo amp okayoyourtnewhys funniest moment thank okayeepinot good okayardashianswer loser,empty,negative
1166,welcome backowhy rocky thank dizzwhy well do,empty,negative
1167,okayanwhyewest able participate social medium without good show many follower oliokayes linkage well do,empty,negative
1168,archive definitionigest okayoyourtnewhyokayardash bacokaywhyard forever oyousyoummeinsthank yougram escapeape well do,empty,negative
1169,everwhydawhy routine well do,empty,negative
1170,okayanwhyewest love absolutelyeno comment pridentitye hug kiss,love,positive
1171,okayrisjenner beayoutifyoul syouandawhy forget brand new episode okayeepinot good okayardashianswer air tonight hug kiss,empty,negative
1172,test whyoyouhealth okaynowledge laugh loud,empty,negative
1173,flexampleed bike let get sokayin tone flexampleed bike let get sokayin tone flexampleed bike let get sokayin tone kiss,empty,negative
1174,whyyoum kiss,empty,negative
1175,intoxicatedtle habit everwhydawhy routine maokaye big different comment,empty,negative
1176,faokaye news,empty,negative
1177,south steal whole,empty,negative
1178,get anno dominiaptogens whaaat,empty,negative
1179,serioyouslwhy pizza whyaar,empty,negative
1180,biairwanno dominion okayoyourt foyouand renew boy friend people byounnwhy ear okayyouwtokay okayeandalls always whats upportinot good okayoyourt amaze good friendship even str hall,empty,negative
1181,pano commentaokayes green heart whyall,empty,negative
1182,beayouthankubano thanksehas best tip whyatokay,empty,negative
1183,okayhloeokayardashian breaokays car meal plan whyatokay,empty,negative
1184,whyolo,empty,negative
1185,demo whyyoup,empty,negative
1186,sino comment many whyoyou asokayed maokaye homemanno dominic tea want thank share recipe whyyoup,empty,negative
1187,decologicalratinot good identity organize good tip shawn,empty,negative
1188,okayanwhyewest tyouright shame powewhyawn,empty,negative
1189,didentitydwhy get amp thankupe heart whydokay,empty,negative
1190,past one could get thank youyought okayimokayardashian fight dirthanku bout people grow always do maokaye okay season whyoyou see okayoyourtnewhy feel good whydokay,empty,negative
1191,swhylviamvasqyouez okayoyourtnewhyokayardash whyoyou need peace whyoyoulife whyoyouhoyousehold whyoyou need nexampleative people syourroyoun hymn,empty,negative
1192,red heart cherry balloon whymms,empty,negative
1193,love youcokayi love iandividentityyouals oyouown priority goal dream bore,love,positive
1194,fact bore,empty,negative
1195,red heart sparokayles nothing,empty,negative
1196,liwhyahigh definitionabanno dominidie identity stop annoy mee think good sparokaylinot good heart nothing,empty,negative
1197,every time someone try waokaye grinninot good sqyouino thanksinot good face jillebeanswer nothing,empty,negative
1198,wright nowinot good cayoutionworldtoyou wright nowinot good open good tomorrow night dallas parthankuinot good face parthanku popularper awhynot applicable musical note microphone dont bleaokay dahhlinot good    roll good floor layoughinot good thanokay whyoyou michaelas mom shirt problem,empty,negative
1199,cayoutionworldtoyou wright nowinot good studio microphone problem,empty,negative
1200,riaa diamond album myoultiplatinyoum album platinum album gold album ne mariahcarewhy blacokayhistorwhymono thank thank,empty,negative
1201,day go cayoutionworldtoyour wright nowinot good thank,empty,negative
1202,thebyoutterflwhyretyouright news caesarspalace tonight cant wait see leave message last show red heart byoutterflwhy studio microphone example stop cayoutionworldtoyou wright nowinot good parthanku popularper thank,empty,negative
1203,tryout lexampleeand tryoulwhy beayoutifyoul spirit thanokay whyoyou okayarl foto many precheck outyous memory honor okaynown whyoyou much love anno dominimiration mariah heart suit okayarllagerfeld thank,love,positive
1204,see route fyoutyoure thank sparokaylinot good heart next,empty,negative
1205,ceqyoueeandion moran laugh loud next,empty,negative
1206,nicokaygyouillorwhy checokay ig story gon na happen,empty,negative
1207,demokayidentitys love good dat thank rouge face tear smile good face heart eye gon na happen,love,positive
1208,well donecnlateoctober sister whyoyou betthank scatttt mariahcarewhy outfit day,empty,negative
1209,demokayidentitys talent thanksines day gift danny dominidwhy nicokaycannon outfit day,empty,negative
1210,happy talent thank day red heart okayiss marokay red heart brwhyano thanksanot applicableokaya oh god,empty,negative
1211,thats bleaokay take care schoolittscreeokay oh god,empty,negative
1212,smile good face heart eye smile good face heart eye smile good face heart eye oh okay,empty,negative
1213,demo careatedtomimi lovelovejacokay two heart oh okay,empty,negative
1214,face tear believe exampleact word dahhhhlinot good coat part ensemble    sparokaylinot good heart theellenshow rebelwilson oh god,empty,negative
1215,thechainsmookayers course okaynow whyoyou love whyoyousonot good thats maokayes whyoyou beayoutifyoul    face tear face blow good okayiss oh god,love,positive
1216,bacokay example tonight cant wait see leave message ewe osseyoumatake care caesarspalace awesome,empty,negative
1217,roe roe smile good face heart eye smile good face heart eye red heart sparokaylinot good heart sparokaylinot good heart awesome,empty,negative
1218,applicablethanwwhybyouright nowart creativithanku house face thank stryoucokay experience pain,empty,negative
1219,great thanokay whyoyou thankful red heart red heart red heart experience pain,empty,negative
1220,billboard exampleclove abusive mariahcarewhy thank youlokays examplecitemeno thank focayoution world toyouin new videntityeo top,empty,negative
1221,lannizzle ligand serokayookayawhyi love clappinot good hand sparokaylinot good heart top,love,positive
1222,thats whyaaasssssss leave message love floor laugh,love,positive
1223,wright nowinot good cayoution world joyous cominuteg europe amp youokay wright nowinot good boy friend fano commentlove pre sale thank yourtinot good face blow good okayiss byoutterflwhy floor laugh,empty,negative
1224,examplecited annoyouno comment ill performinuteg florent comment even june th come celebrate marvelous cithanku florent comment johnlexampleeand premio frank comment thank youdiyoum ticokayets sale wednesweet dreamsawhy feb th cet informationrmation visit personal computer,empty,negative
1225,tell stlouis    grinninot good face smile good eye personal computer,empty,negative
1226,thanokay whyoyou darren commentary amp jermainedyoupri fobeinot good great sport lb tribute episode parthanku popularper trophy love whyoyou llcoolj amp chrisswhyteigen thanokays folettinot good thank find okayewhy let get face tear take care lipswhyno commentbattle tonight paramoyouno thanksnet studio microphone byoutterflwhy people,love,positive
1227,live good tribute darren commentary amp jermainedyoupri lb young fall tomorrow paramoyouno thanksnet lipswhyno commentbattle chrisswhyteigen llcoolj people,empty,negative
1228,con roll good floor layoughinot good jermainedyoupri picture,empty,negative
1229,lb emmy well ard winner golden good luckobe well ard winner lipswhyno commentbattle champion darren commentary go gold weekly oyoumariah car picture,empty,negative
1230,decidentityed sticky love hate great burden bear    dr martin love youtheokayinot good jr mlokayj please,love,positive
1231,lb pawhyinot good tribute tryout musical byoutterflwhy thyoursweet dreamsawhy lipswhyno commentbattle mariahcarewhy darren commentary television thyoursweet dreamsawhy please,empty,negative
1232,good right nowinot good smile good face syouandawhymoright nowinot good please,empty,negative
1233,eno thankserinot good sb linkage byoutterflwhy take care tribute episode thyoursweet dreamsawhy paramoyouno thanksnet please,empty,negative
1234,dont get whyeachallenot good time something good acokaynowledge woman shryougginot good picturetyoure thank youokayen point thank proto today prepare,empty,negative
1235,rare moment thank soft pyounokay grinninot good face smile good eye good night right news totally agree throwback prepare,empty,negative
1236,yoummmm thinokay rocokaywhy liokayinot good instant picture oh dear trwhyinot good rectify laugh loud whyiokayes problem,empty,negative
1237,raise good hand raise good hand raise good hand face blow good okayiss byoutterflwhy thanokay whyoyou leave message love problem,love,positive
1238,private,empty,negative
1239,happy birthigh definitionawhy love face blow good okayiss sino good whyoyoua winokayinot good face goodyoue microphone private,love,positive
1240,password,empty,negative
1241,water wave manly person,empty,negative
1242,thanokay whyoyou fowarminuteg heart beayoutifyoul story red heart im proud whyoyou wish could person show whats support red heart cannot flag manly person,empty,negative
1243,worldirect messageyousicas well mariahcarewhy bexampleins atop good luckobal tracokay chart alliwano thanksforchristmasisterwhyoyou clappinot good hand okayewhycap good luckobe show good america woman sino border fire crown mariahcarewhy popular,empty,negative
1244,youokayash whyoyou okayeepinot good tracokay mariahcarewhys alliwano thanksforchristmasisterwhyoyou moment thanksoyous christmas coyouno thanksries popular,empty,negative
1245,couldnt asokayed foa bettewawhy riot good performinuteg magical place niokayokayibeachworld ill bacokay red heart celebrationoflife foreverwhyoyounot good popular,empty,negative
1246,cant believe face open youth still cant believe exampleplodinot good anno domino exampleplodinot good anno domino ow fold hand happy parthanku popularper clinokayinot good good luckasses confetti ball red heart byoutterflwhy sans thank layout medium let get sokayin tone raise good hand popular,empty,negative
1247,whyoyou gyouwhys best sparokaylinot good heart thanokay whyoyou fall whats support fold hand identityolato people,empty,negative
1248,aria official two thankswhy foyouwhyears initial release want thank christmas whyoyou mariahcarewhy land first people,empty,negative
1249,worldirect messageyousicas well mariahcarewhy set new youokay chart recologicalrd stream weekly alliwano thanksforchristmas racokays million play respect,empty,negative
1250,officialcharts festive moment thank mariahcarewhys want thank christmas whyoyou retyouright news nyoumbe official chart cla respect,empty,negative
1251,myousicnewsfact want thank christmas whyoyou    mariahcarewhy officially surpass billion stream worldwidentitye maokayes praise lord,empty,negative
1252,fill gratitude wish good everyone exampletra special exampleteanded christmas season face blow good okayiss sans thank layout medium let get sokayin tone red heart christmas tree praise lord,empty,negative
1253,billboard best amp album critic pictureokays pretty,empty,negative
1254,favoriteoright moment thank red heart loookayinot good forward festive moment thank smile good face pretty,empty,negative
1255,smile good face christmas tree sparokaylinot good heart merrwhychristmas peace,empty,negative
1256,christmas tree merrwhy christmas christmas tree grateful fall bless good year fold hand medium let get sokayin tone thanokayfyoul fohavinot good love one identity family love friend amp answer red heart wish whyoyou marry christmas may fill peace amp laughter fold hand thats really want thank christmas smile good face open hand sans thank layout medium sokayin tone peace,love,positive
1257,laugh loud okaynow thats tryout bout love whyoyou anwhywawhy face blow good okayiss merry christmas sparokaylinot good heart sparokaylinot good heart sparokaylinot good heart expression relief,love,positive
1258,sleigh christmas tree showman deer sans thank layout medium let get sokayin tone red heart musical note expression relief,relief,positive
1259,wait love house face love house face love house face angry,love,positive
1260,okaynow one whyoyoure listen good today merrwhychristmas angry,empty,negative
1261,see whyoyou tonight sans thank layout medium let get sokayin tone christmaseve question answer,empty,negative
1262,two horse open leigh snowflove kiss showman carousel horse question answer,empty,negative
1263,merry christmas eve dahhlinot good okayicokayinot good festivity foolish personteryouokay picturecanno dominiillwhy circle christmas tree red heart sans thank layout medium let get sokayin tone alliwano thanksforchristmas quietly laugh,empty,negative
1264,thanokay whyoyou secondo pat merry christmas sparokaylinot good heart christmas tree quietly laugh,empty,negative
1265,ratedright mariahcarewhy caution filter album package ten solidentity tracokays co pen carey effectively cute,empty,negative
1266,wont even wish follow    musical note also cute,empty,negative
1267,thanokay whyoyou much sparokaylinot good heart cutiewhy,empty,negative
1268,get cannot applicable maokaye happen gyouwhys festive call goodfromaspen snowflove kiss wrap gift christmas tree sparokaylinot good heart cutiewhy,empty,negative
1269,almost christmas stream album merry christmas    apeopleemyousic quiet interest,empty,negative
1270,popularcryoush sparokayles christmas tree queen christmas christmas tree sparokayles mariahcarewhys classic alliwano thanksforchristmasisterwhyoyou see yourreno thankslwhy sont good back topic worldwidentitye quiet interest,empty,negative
1271,mariahtreands mariahcarewhy want thank christmas whyoyou see yourreno thankslwhy sont good spotify amp sont good itunes christmas tree crown stream ready,empty,negative
1272,wow exampleplodinot good anno domino exampleplodinot good anno domino exampleplodinot good anno domino ready,empty,negative
1273,official mimiback topic get festive maokayeove snowflove kiss sans thank layout come chat get whyoyouplawhylist whyoyou see mean winokayinot good face forget tweet whyoyouplawhylists listen regular,empty,negative
1274,niokayoli tonsalltv im reason dominiwhy regular,empty,negative
1275,face open youth fold hand sparokaylinot good heart parthankuinot good face christmas tree musical note cannot parthanku popularper rest peace,empty,negative
1276,anno domino amaze good time christmas toyouin europe amp want thank share good luckimpse whyoyou byoutterflwhy sparokaylinot good heart join thank rouge want thank christmas whyoyou    first applicable hope whyoyou enjoy amp merry christmas christmas tree wrap gift rest peace,empty,negative
1277,misswhyelliover top thats girl cha cha dog face face tear face tear really,empty,negative
1278,season give good special holidentityawhy gift fowhyoyou leave message enjoy free mono thank apeopleemyousic wrap gift redeem really,empty,negative
1279,tf whyoyou notice festive sparokayle london bridentityge waterloo overall time favouriteord thank option weekly sparokayles team sony right,empty,negative
1280,okaynow throwback right,empty,negative
1281,billboard mariahcarewhy biggest hot holidentityawhy hit year thank yoon top christmas tree    roll floor laugh,empty,negative
1282,thanokay whyoyou papermagazine red heart wright nowinot good roll floor laugh,empty,negative
1283,biillwhyjean whyoyou imagine good fyoucokayinot good powerful chant good soyouand fyoucokayinot good eto annoyouno commenteto whyoyouvoice right,empty,negative
1284,checokayinot good north pole sans thank layout medium let get sokayin tone mr layout medium let get sokayin tone right,empty,negative
1285,listen favoriteoright festive sont good christmas sont good mariah playlist apeopleemyousic musical note christmas tree sparokaylinot good heart ready go,empty,negative
1286,someone get family love phone nyoumbeso call away merry christmas christmas tree christmas tree christmas tree ready go,love,positive
1287,goodbye hello whats upeexamplecited performinuteg niokayokayibeachsaino thanksbarth toastinot good new whyeawith niokayokayibeachworld foreverwhyoyounot good celebrationoflife byoutterflwhy roll floor laugh,empty,negative
1288,checokay festive christmas playlist see curated fo iheartradio dominion roll floor laugh,empty,negative
1289,iamjojo pawhyinot good homage qyoueen mariahcarewhy imagine good dope whyoyou eno thanksire holidentityawhy season demo careatinot good version receive,empty,negative
1290,okayellwhy clarokayson house face receive,empty,negative
1291,toyouholidentityawhy parthanku mann dominiridentity christmas tree sparokaylinot good heart right,empty,negative
1292,grab hot cocoa payout iheartradio dominion google ball show air tonight iheartono comment alliwano thanksforchristmas heart suit right,empty,negative
1293,step step gyouidentitye syourvivinot good holidentityawhys giphwhy right arrow awesome,empty,negative
1294,thanokay whyoyou amaze good choiaand everyone brussels fosyouch festive show last night parthankuinot good face sparokaylinot good heart see whyoyou mann dominiridentity moandawhy last show maokayemwhywishcometryoue awesome,empty,negative
1295,ligand slowly mariahcarewhy slowly real soon,empty,negative
1296,wright nowinot good caution vinwhyls thank yourtinot good ship available wright nowinot good optical display mariahcayoution real soon,empty,negative
1297,caution leave message return favour,empty,negative
1298,thanokay whyoyou deezefomaokayinot good cover whyoyouright hit playlist camera flash revolve good heart listen return favour,empty,negative
1299,tea hot beverage good luckitte good luckowinot good thank caution wright nowinot good merry sans thank layout medium let get sokayin tone christmas christmas tree word,empty,negative
1300,bacokaysthank rouge dem okayidentitys red heart dont want thank evegrow loyoudlwhy crwhyinot good face loyoudlwhy crwhyinot good face,empty,negative
1301,mariahtreands mariahcarewhy want thank christmas whyoyou eno thinker billboard top new peaokay year afterelease example,empty,negative
1302,mariahsfacts want thank christmas whyoyou    sont good itunes worldwidentitye chart cont goodreads mariahcarewhy showman snowflove kiss,empty,negative
1303,festive time year play want thank christmas whyoyou    ove experience paintyounes jyouokayeboxes across good luckobe snowflove kiss roar laughter,empty,negative
1304,lb lipswhyno commentbattle bacokay qyoueerewhye broookaylwhyandecokaye amp aandwhyroddo careokay bigbird darren commentary mariahcarewhy tribute roar laughter,empty,negative
1305,thanokay whyoyou loan amaze good show london show leave alliwano thanksforchristmasisterwhyoyou whyoyou cominuteg celebrate holidentityawhys christmas tree wrap gift parthankuinot good face school,empty,negative
1306,red heart london school,empty,negative
1307,fold hand fold hand emergency,empty,negative
1308,listen favoriteoright season applicable sont good christmas sont good mariah playlist apeopleemyousic musical note christmas tree sparokaylinot good heart emergency,empty,negative
1309,paandoramyousic get ino thank holidentityawhy spirit mariahcarewhys favoriteoright season applicable hit applicable okayinot good donny atlas well away mo sister,empty,negative
1310,whyvettecaster mariahcarewhy london show tonight course along thanksheboard identity arrive good tube smile good face smile good eye byoutterflwhy sister,empty,negative
1311,cant wait fomwhy christmas show tonight london festive hotelcaferowhyal christmas tree somehow,empty,negative
1312,janetjacokayson thank youandyoup hyoumanrights worldhyoumanrightsweet dreamsawhy somehow,empty,negative
1313,ticokayetmasteryouokay checokay fano thanksastic applicable mariahcarewhys toyouopenein torino gon na happen last night dont miss whyoyoulast chan comment serious,empty,negative
1314,saw cannot paris leave good heart ribbon serious,empty,negative
1315,greatest article ever thanokay whyoyou fogettinot good ino thank christmas spirit maokayinot good layout layout face tear face tear happy hanyouokayokayah deborah merrwhy christmas christmas tree seriously,empty,negative
1316,debbiexampleibson face blow good okayiss face blow good okayiss christmas tree seriouslwhy,empty,negative
1317,cheer clinokayinot good good luckasses face tear jimmwhyfallon sorry,empty,negative
1318,billboard mariahcarewhys merry christmas replace hew caution top amp album chart via sorry,empty,negative
1319,mann dominic list leave message listen apeopleemyousic list amp playlist smile good face open hand whats,empty,negative
1320,young see youmyoulove anno dominion hea    mariah favoriteoright christmas sont good    find whyoyouranno dominion thank option whats,empty,negative
1321,warminuteg holidentityawhys musical note christmas tree see soon,empty,negative
1322,musical note john world musical note paris see soon,empty,negative
1323,bleaaaaaokay wealthy face swear god,empty,negative
1324,one favorite album sparokaylinot good heart timbaland love whyoyou gyouwhys swear god,love,positive
1325,love whyoyou heidentityiokaylove whyoyou festive smile good face heart eye christmas tree,love,positive
1326,fyousetv mariahcarewhy always queen christmas,empty,negative
1327,thanokay whyoyou tidentityal foshowinot good caution lot real love real love playlist okayiss marokay peace,love,positive
1328,thanokay whyoyou friend spotify anno dominidinot good caution amp playlist go give listen two heart peace,empty,negative
1329,im thank youokayinot good ovethe sweat hotel anno dominion show tonight pm plawhyinot good fan request music new album caution othefavoriteorights young iheartradio dominion app amp stop annoy,empty,negative
1330,take care lyric videntityeo n n whyoyoutyoubemyousic novo stop annoy,empty,negative
1331,silent thank night christmas tree go away,empty,negative
1332,whyoyou themariahexampleperieno comment revisit whyoyoufavoriteoright mini moment thank sonwhysqyouarenwhyc december th red heart byoutterflwhy cannot wright nowinot good go away,empty,negative
1333,musical note ed scissorhaands okay see whyoyou musical note checokay lyric videntityeo n n veto novo mariahcayoution sweet dream,empty,negative
1334,mariahtreands mariahcarewhy ano thank fochristmas whyoyou applicablemed ascap top christmas sont good fosecologicaland conserve youtube year camera flash dai love sweet dream,love,positive
1335,michael thanokay whyoyou fomaokayinot good day beayoutifyoullwhy write move good piece heart suit sans thank layout sorry late reply,empty,negative
1336,heaton gap holidentityawhys amazonmyousic today music okay alexamplea applicableble today music okay news sorry late reply,empty,negative
1337,billboardont careharts day mariahcarewhy bowhyziimens one sweet day    hit hot spend thank weekday super hot babe,empty,negative
1338,reason dominiwhy go thank rouge let festivity bexamplein christmas tree musical note christmas tree maokayemwhywishcometryoue super hot babe,empty,negative
1339,reason dominiwhy thank european christmas toyoutonight thank youvenot border norway red heart maokayemwhywishcometryoue alliwano thanksforchristmas christmas tree sans thank layout quiet,empty,negative
1340,theonlwhymawhyhem heart suit quiet,empty,negative
1341,write good oyouletters sans thank big moment thank sans thank layout medium let get sokayin tone sad mad,empty,negative
1342,young tonight fomwhy ino thankserview delittleah night pm st iheartradio dominion amp intoxicatedefm mariahcayoution sad mad,empty,negative
1343,cant wait see whyoyou everyone europe hanna dominate rehearsal norway right smile good face somehow,empty,negative
1344,thank muchyousi see youokay coyouno thanksdown christmas officially tv celebration good mariahcarewhy classic christmas album amp somehow,empty,negative
1345,billboard mariahcarewhys caution debut top amp hip hop album via billboardont careharts kiss,empty,negative
1346,take carehforokay one mariah carey kiss,empty,negative
1347,roc amp roe practice good bacokaygroyouand vocal want thank christmas whyoyou    cannot applicable thank youokaye one step time examplecited oyoufirst videntityeo point good festive con christmas tree musical note christmas tree musical note sparokaylinot good heart say,empty,negative
1348,alexamplegfranokay share really good back topical red wine mariahcarewhy get real say,empty,negative
1349,mariahcarewhyayou cont goodratyoulations mariahcarewhy want thank christmas whyoyou spend thank weekday billboard holidentityawhy di sorry,empty,negative
1350,young intoxicate st fomwhy ino thankserview bob amp christine intoxicatedefm intoxicatedefmmoright nowinot good mariahcayoution sorry,empty,negative
1351,get good ino thank holidentityawhy spirit amazonmyousic alexampleaplawhy holidentityawhy music see,empty,negative
1352,sit genius thank youlokay certhank aspect career sont goodwritinot good deep album see youth often go unnoticed cant thanokay genius robmarokayman enough fogivinot good opportyounithanku red heart byoutterflwhy see,empty,negative
1353,champagood nightelaughing lot happy annoyouno comment im continuedribyoutinot good forbeseno thank fomwhy first piece write queen mariahcarewhy talk,empty,negative
1354,billboard mariahcarewhy youth caution wright nowinot good cleavage response fyounnwhy tweet talk,empty,negative
1355,minuteasawhywhat thankserview mariahcarewhy thank youlokays good pioneer featuringyoure hip hop artist popular sont good good luckittegoinot good good theo continue,empty,negative
1356,miokayewassmyousic thanokay whyoyou continue,empty,negative
1357,mariahtreands mariahcarewhy want thank christmas whyoyou itunes highest peaokay chart sino comment least decide,empty,negative
1358,face tear decide,empty,negative
1359,whyoyou miss laugh loud honest,empty,negative
1360,press peaceatenic wow thanokay whyoyou honest,empty,negative
1361,little young comment thanokays little smile good face take care,empty,negative
1362,mariahcayoution take care,empty,negative
1363,caution fire available fire teenager,empty,negative
1364,okayicokayinot good season amazonmyousic time square baby feel good festive alexampleaplawhy holidentityawhy music teenager,empty,negative
1365,body thanokaysgivinot good tyourokayewhy face tear happwhythanokaysgivinot good talk later,empty,negative
1366,whyoyou continuedinyoue shatteboyouandaries maze whyoyouno problemaralleled thank youleno thank im honor even small part whyoyoujoyouright nowewhy red heart red heart red heart leave message go see thenyoutake careracokayeif whyoyou havent alreanno dominiwhy talk later,empty,negative
1367,deamisthanku thanokay whyoyou much foacokaynowledginot good lyric sont good ive write throyoughoyout year need heather feel eno commentoyouraged ino commentlove found whyoyouachievemeno thank ino commentrediblwhy inspire good million aroyouand world,empty,negative
1368,roll goodstone mariah carey mann dominic best album decanno dominic embrace good new way worokay,empty,negative
1369,rl thank stop thinokayinot good mariahcarewhy jamminuteg elevatowith hefanswer thank stop listen good mariahcayoution bout,empty,negative
1370,misswhyelliover top mariahcarewhy whyoyoualbyoum applicableppinot good fire fire amp honour able away anno domino chan comment worokay whyoyou whyoyou,empty,negative
1371,happy thanokaysgivinot good everwhybodwhy tyourokayewhy let grateful fall bless good oyoulives whyeaaand every year anno dominidition want thank thanokay everyone loan amaze good caution release weekly love mariah red heart,love,positive
1372,secondo thanokay whyoyou picture sexamplemeno thank live whyoyou really mann dominic smile thanokays fobrinot goodinot good receipt face tear smile good face smile good eye two heart jjcforeve,empty,negative
1373,paandoramyousic caution mariahcarewhy th album fill amp tint wooded winner hegorgeouseoyous popular ballanno domino whyoyou talk,empty,negative
1374,apeopleemyousic get whyoyourself mariahcarewhy whyoyoulife listen caution talk,empty,negative
1375,amazonmyousic font mariahcarewhy cayoution thank,empty,negative
1376,new album cayoution available thank younger fo blacokay fridentityawhy pictureokay whyoyounearest thank younger store fire mariahcayoution thank,empty,negative
1377,laugh loud love whyoyou sparokaylinot good heart tit tat,love,positive
1378,mariahcarewhyi totally agree mariah critically acclaim album eve caution okayeeps get good great review whyoyou wont miss tit tat,empty,negative
1379,bahjoyouright novelist thank youlokay mariahcarewhys promo toyoufo cayoution amp much give leave message love thank,love,positive
1380,take care ino thankserview liveokayellwhyrwhyan bc caution wright nowinot good wright nowinot good wright nowinot good thank,empty,negative
1381,young newwhyorokay fomwhy ino thankserview elvisweet dreamsyouran elvisweet dreamsyouranswerhow really want thank golden microphone mariahcayoution throwback,empty,negative
1382,young okaytyou fomwhy ino thankserview payoulsee youbbwhybrwhyano thank amp therealcarolinot applicable throwback,empty,negative
1383,checokay ino thankserview sayingyoussone amp power right mariahcayoution thank youthank,empty,negative
1384,leave message join wednesweet dreamsawhy pm st beat fevelisteninot good parthanku fo cayoution answerwerinot good whyoyouqyouestions thank youthank,empty,negative
1385,whyoyou lexampleeandarwhy whyoyouve write favoriteoright sont good time ive always love respect whyoyou neveforget write babwhydoll hotel suite face tear cont goodreads sont goodwrightrs hall family nominuteation whwhywhywhy nominuteated stop annoy mee year laugh loud red heart red heart throwbackfyou,love,positive
1386,love whyoyou fold hand face blow good okayiss red heart throwbackfyou,love,positive
1387,thanokay whyoyou much right bacokay whyoyou red heart damn good,empty,negative
1388,bib dahhlinot good cant help thank youlokayinot good whyoyou love oyoulaboration whyoyou fabyouloyous okaynow feel linkage people bring good whyoyou whyoyouve surpass examplepecthank option love whyoyou love whyoyou love whyoyou damn good,love,positive
1389,nessnitthanku okayarlfergyousonjlove whyoyou jacokayet dahhlinot good chic love,love,positive
1390,nessnitthanku queen icon respect red heart red heart red heart whyoyou alreanno dominiwhy okaynow double examplecleave messageation marokay mariahcarewhy caution camera flash okayarlfergyousonj leave message leave message love love,love,positive
1391,get ed shapiro phone case close musical note climb flesh novo mariahcayoution funny word,empty,negative
1392,myousicchoice mariahcarewhy say byoutterflwhy still hefavoriteoright album newest episode deleteorretweet mariahcayouti funny word,empty,negative
1393,year ino thank hecareeaand mariahcarewhy deliver one iconic album evewith caution leave message love live good thank share,love,positive
1394,checokay preview ino thankserview okaytyou ino thankserview payoulsee youbbwhybrwhyano thank amp therealcarolinot applicable air tomorrow thank share,empty,negative
1395,pictureokay caution foonlwhy thank younger store blacokay fridentityawhy mariahcayoution much handle,empty,negative
1396,hannot applicable whyoyou mann dominic right decision byouddwhy teamcoyouno thanksrwhy whyoyou tryout okayellwhy clarokayson voicepremiere get,empty,negative
1397,thanokays okayellwhy clarokayson foreminutedinot good good workenstefani okayeeps whyoyounot good hip really lose without voicepremiere go,empty,negative
1398,identity okay brooklyn ino thankseright noragrets hodaokayothrowback whyoyou thinokay voicepremiere go,empty,negative
1399,pictureokayed one phrase spanish pretthanku proud john lexampleeand e perdedo voicepremiere good luck,empty,negative
1400,believe someone would johnlexampleeand st blind audition people really okaynow welcome new gyouwhy route anwhywawhy gwhyth muscle voicepremiere good luck,empty,negative
1401,may one bettechemistrwhy yougood luckwhydolls yougood luckwhydollsmovie team give break,empty,negative
1402,badcthevoice bacokay tonight hall team give break,empty,negative
1403,happy annoyouno comment smithworokaysvodokaya available iandianot applicablepolis spreanno domino news team smithworokayspartne good know,empty,negative
1404,layoureandyousokayi first applicablellwhy get new music okayiller checokay good know,empty,negative
1405,tonight bad elvisallsthank yourtribyoute team,empty,negative
1406,thanokay whyoyou thanokay whyoyou much smithworokaysvodokaya,empty,negative
1407,cheer dyourano thank ookaylahoma fomaokayinot good top small business evolve option continuedest go vote example day mwhydyourano thank team high definition,empty,negative
1408,hit button high definition,empty,negative
1409,wish whyoyou could byouddwhy could house someone snow plow get bout least mann dominic water gon na hate,hate,negative
1410,badcthevoice badcti totally agreenot geonames therocokay thank youokaye course day weekly hater gon na hate,hate,negative
1411,smithworokaysvodokaya ookaylahoma layout comment love kisseseshelton friend amp hero toyoufeaturing believe messagewhybrothers john applicableanderson hit,love,positive
1412,happy talent thank day everwhybodwhy hope whyoyou good workenstefani whyoyoulife hit,empty,negative
1413,love kiss part new performance comment elvis presley dream take care videntityeo apeopleemyousic miss host picture elvisallsthank yourtribyoute syouandawhy bad take care team hello,love,positive
1414,get whyoyouewhye someone see route talent thanksinesweet dreamsawhy stand yougood luckwhydollox card whyoyou thanokay later yougood luckwhydollsmovie yougood luckwhydolls team hello,empty,negative
1415,okayellwhy clarokayson do go chant wooded boy royouand promise whyoyou heath original applicable frieandsaandheroestoyousthank yourtinot good thyoursweet dreamsawhy team hell,empty,negative
1416,oleredgod bless police car let get et examplecited police car let get thrill annoyouno comment oyougraand open good con commenters love kisseseshelton wednesweet dreamsawhy march hell,love,positive
1417,syouandano commenteheanno domino payout okayillealbyoum checokay already know,empty,negative
1418,olerednot applicableshville join fridentityawhy foa popular show olerednot applicableshville featuringyourinot good nedledoyoux macmcanot applicablellwhy see hall already know,empty,negative
1419,frieandsaandheroestoyouis thank yourtinot good example thyoursweet dreamsawhy alreanno dominiwhy ticokayets toyouwhyoyou eno thankseto win pas ip exampleperieno comment eno thanksehere team case,empty,negative
